,Country,Sex,Age,SuicidePer100k,HDIScore,EmploymentToPopulationRatio,GDP,GDPPerCapita,GiniIndex,LogGDPPerCapita,LogGDP,SexIndex,AgeIndex,rawFeatures,indexedFeatures,prediction
34,Albania,0,75,11.259359342453415,0.692,48.77500153,8739893897.0,2887.370342,38.62148387096775,7.9681014506184065,22.891163886608815,1.0,0.0,"[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,1.0,0.0]","[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,1.0,0.0]",30.116896388677663
35,Albania,1,5,0.3280301787764474,0.68,50.45500183,7849398817.0,2572.721432,31.7,7.852719540583031,22.78370278198638,0.0,1.0,"[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,1.0]","[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,1.0]",0.427605155876807
36,Albania,1,5,0.8929807250110506,0.74,46.625,11926928506.0,4094.350334,38.62148387096775,8.317363335105302,23.202064580226327,0.0,1.0,"[0.74,46.625,8.317363335105302,23.202064580226327,38.62148387096775,0.0,1.0]","[0.74,46.625,8.317363335105302,23.202064580226327,38.62148387096775,0.0,1.0]",-0.08981235556666878
37,Albania,1,15,0.0,0.702,47.9980011,9223202584.0,3062.673883,30.6,8.027043631363615,22.944988166046045,0.0,2.0,"[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,2.0]","[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,2.0]",4.1500585315542535
38,Albania,1,15,4.585537918871252,0.629,52.02399826,5429694612.0,1703.281845,38.62148387096775,7.440312166088421,22.4151487284267,0.0,2.0,"[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,2.0]","[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,2.0]",5.877916593397135
39,Albania,1,15,4.625017788529957,0.718,46.88000107,10351466806.0,3485.322409,38.62148387096775,8.156315832258427,23.06039406700288,0.0,2.0,"[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,2.0]","[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,2.0]",3.8472909627878065
40,Albania,1,15,4.934633726811628,0.687,49.5870018,8283474557.0,2725.171389,38.62148387096775,7.9102866001654055,22.837528349810412,0.0,2.0,"[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,2.0]","[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,2.0]",9.267550598237147
41,Albania,1,15,5.073015182809725,0.68,50.45500183,7849398817.0,2572.721432,31.7,7.852719540583031,22.78370278198638,0.0,2.0,"[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,2.0]","[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,2.0]",8.785467061033287
42,Albania,1,15,7.244460704234025,0.724,47.85499954,11127823666.0,3775.581314,30.0,8.236309640291386,23.132714445467887,0.0,2.0,"[0.724,47.85499954,8.236309640291386,23.132714445467887,30.0,0.0,2.0]","[0.724,47.85499954,8.236309640291386,23.132714445467887,30.0,0.0,2.0]",4.1500585315542535
43,Albania,1,25,1.4958863126402393,0.608,54.30599976,4038036613.0,1243.605824,38.62148387096775,7.1257703613515035,22.11902442390838,0.0,3.0,"[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,3.0]","[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,3.0]",3.627942008594339
44,Albania,1,25,2.6737967914438503,0.611,53.53699875,4424049157.0,1370.826071,38.62148387096775,7.223168808640724,22.210321212542325,0.0,3.0,"[0.611,53.53699875,7.223168808640724,22.210321212542325,38.62148387096775,0.0,3.0]","[0.611,53.53699875,7.223168808640724,22.210321212542325,38.62148387096775,0.0,3.0]",3.627942008594339
45,Albania,1,25,3.129400719762166,0.68,50.45500183,7849398817.0,2572.721432,31.7,7.852719540583031,22.78370278198638,0.0,3.0,"[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,3.0]","[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,3.0]",8.785467061033287
46,Albania,1,25,4.9462878109978465,0.692,48.77500153,8739893897.0,2887.370342,38.62148387096775,7.9681014506184065,22.891163886608815,0.0,3.0,"[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,0.0,3.0]","[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,0.0,3.0]",4.632142068758109
47,Albania,1,25,5.841548010222708,0.639,52.29000092,5276919125.0,1676.127107,38.62148387096775,7.424241117665166,22.38660826530973,0.0,3.0,"[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,3.0]","[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,3.0]",4.571494310663954
48,Albania,1,35,0.0,0.702,47.9980011,9223202584.0,3062.673883,30.6,8.027043631363615,22.944988166046045,0.0,5.0,"[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,5.0]","[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,5.0]",2.074426032066185
49,Albania,1,35,0.6190034045187248,0.608,54.30599976,4038036613.0,1243.605824,38.62148387096775,7.1257703613515035,22.11902442390838,0.0,5.0,"[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,5.0]","[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,5.0]",1.8014271195703018
50,Albania,1,35,1.5051173991571343,0.667,51.42200089,6933706092.0,2244.624632,38.62148387096775,7.716293584414841,22.659660296809612,0.0,5.0,"[0.667,51.42200089,7.716293584414841,22.659660296809612,38.62148387096775,0.0,5.0]","[0.667,51.42200089,7.716293584414841,22.659660296809612,38.62148387096775,0.0,5.0]",2.5565095692700415
51,Albania,1,35,1.8913807079167793,0.639,52.29000092,5276919125.0,1676.127107,38.62148387096775,7.424241117665166,22.38660826530973,0.0,5.0,"[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,5.0]","[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,5.0]",3.177815626650763
52,Albania,1,35,2.1135265700483092,0.611,53.53699875,4424049157.0,1370.826071,38.62148387096775,7.223168808640724,22.210321212542325,0.0,5.0,"[0.611,53.53699875,7.223168808640724,22.210321212542325,38.62148387096775,0.0,5.0]","[0.611,53.53699875,7.223168808640724,22.210321212542325,38.62148387096775,0.0,5.0]",4.2389487514230195
53,Albania,1,35,2.244668911335578,0.629,52.02399826,5429694612.0,1703.281845,38.62148387096775,7.440312166088421,22.4151487284267,0.0,5.0,"[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,5.0]","[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,5.0]",3.177815626650763
54,Albania,1,35,3.4052808046940486,0.687,49.5870018,8283474557.0,2725.171389,38.62148387096775,7.9102866001654055,22.837528349810412,0.0,5.0,"[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,5.0]","[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,5.0]",2.5565095692700415
55,Albania,1,35,3.573151340825041,0.718,46.88000107,10351466806.0,3485.322409,38.62148387096775,8.156315832258427,23.06039406700288,0.0,5.0,"[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,5.0]","[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,5.0]",1.771658463299738
56,Albania,1,55,0.0,0.639,52.29000092,5276919125.0,1676.127107,38.62148387096775,7.424241117665166,22.38660826530973,0.0,4.0,"[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,4.0]","[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,4.0]",3.177815626650763
57,Albania,1,55,0.0,0.702,47.9980011,9223202584.0,3062.673883,30.6,8.027043631363615,22.944988166046045,0.0,4.0,"[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,4.0]","[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,4.0]",2.074426032066185
58,Albania,1,55,0.5461496450027308,0.639,51.72999954,5923796792.0,1869.865873,27.0,7.533621981607775,22.502243430265306,0.0,4.0,"[0.639,51.72999954,7.533621981607775,22.502243430265306,27.0,0.0,4.0]","[0.639,51.72999954,7.533621981607775,22.502243430265306,27.0,0.0,4.0]",2.695732089446907
59,Albania,1,55,0.6064281382656155,0.608,54.30599976,4038036613.0,1243.605824,38.62148387096775,7.1257703613515035,22.11902442390838,0.0,4.0,"[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,4.0]","[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,4.0]",2.0978492584688766
60,Albania,1,55,1.1086474501108647,0.629,52.02399826,5429694612.0,1703.281845,38.62148387096775,7.440312166088421,22.4151487284267,0.0,4.0,"[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,4.0]","[0.629,52.02399826,7.440312166088421,22.4151487284267,38.62148387096775,0.0,4.0]",3.177815626650763
61,Albania,1,55,1.4717353231194903,0.692,48.77500153,8739893897.0,2887.370342,38.62148387096775,7.9681014506184065,22.891163886608815,0.0,4.0,"[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,0.0,4.0]","[0.692,48.77500153,7.9681014506184065,22.891163886608815,38.62148387096775,0.0,4.0]",2.5565095692700415
62,Albania,1,55,2.086463027875146,0.68,50.45500183,7849398817.0,2572.721432,31.7,7.852719540583031,22.78370278198638,0.0,4.0,"[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,4.0]","[0.68,50.45500183,7.852719540583031,22.78370278198638,31.7,0.0,4.0]",2.074426032066185
63,Albania,1,55,3.1779661016949152,0.66,51.62900162,6483126461.0,2085.425997,38.62148387096775,7.642728428471326,22.592468709504626,0.0,4.0,"[0.66,51.62900162,7.642728428471326,22.592468709504626,38.62148387096775,0.0,4.0]","[0.66,51.62900162,7.642728428471326,22.592468709504626,38.62148387096775,0.0,4.0]",2.5565095692700415
64,Albania,1,55,3.188097768331562,0.649,52.07099915,5742875712.0,1835.646681,38.62148387096775,7.515152113119087,22.47122591694368,0.0,4.0,"[0.649,52.07099915,7.515152113119087,22.47122591694368,38.62148387096775,0.0,4.0]","[0.649,52.07099915,7.515152113119087,22.47122591694368,38.62148387096775,0.0,4.0]",3.177815626650763
65,Albania,1,55,4.070188133140376,0.718,46.88000107,10351466806.0,3485.322409,38.62148387096775,8.156315832258427,23.06039406700288,0.0,4.0,"[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,4.0]","[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,4.0]",1.829124439060552
66,Albania,1,75,0.0,0.608,54.30599976,4038036613.0,1243.605824,38.62148387096775,7.1257703613515035,22.11902442390838,0.0,0.0,"[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,0.0]","[0.608,54.30599976,7.1257703613515035,22.11902442390838,38.62148387096775,0.0,0.0]",3.374925603527444
67,Albania,1,75,0.0,0.702,47.9980011,9223202584.0,3062.673883,30.6,8.027043631363615,22.944988166046045,0.0,0.0,"[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,0.0]","[0.702,47.9980011,8.027043631363615,22.944988166046045,30.6,0.0,0.0]",2.6024085394085734
68,Albania,1,75,4.232445930503238,0.673,50.92599869,7508515183.0,2453.624414,38.62148387096775,7.8053215630276815,22.739303571190842,0.0,0.0,"[0.673,50.92599869,7.8053215630276815,22.739303571190842,38.62148387096775,0.0,0.0]","[0.673,50.92599869,7.8053215630276815,22.739303571190842,38.62148387096775,0.0,0.0]",2.5565095692700415
69,Albania,1,75,4.750593824228028,0.639,52.29000092,5276919125.0,1676.127107,38.62148387096775,7.424241117665166,22.38660826530973,0.0,0.0,"[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,0.0]","[0.639,52.29000092,7.424241117665166,22.38660826530973,38.62148387096775,0.0,0.0]",3.177815626650763
70,Albania,1,75,4.8543689320388355,0.639,51.72999954,5923796792.0,1869.865873,27.0,7.533621981607775,22.502243430265306,0.0,0.0,"[0.639,51.72999954,7.533621981607775,22.502243430265306,27.0,0.0,0.0]","[0.639,51.72999954,7.533621981607775,22.502243430265306,27.0,0.0,0.0]",3.223714596789295
71,Albania,1,75,5.226116646923559,0.718,46.88000107,10351466806.0,3485.322409,38.62148387096775,8.156315832258427,23.06039406700288,0.0,0.0,"[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,0.0]","[0.718,46.88000107,8.156315832258427,23.06039406700288,38.62148387096775,0.0,0.0]",1.771658463299738
72,Albania,1,75,5.291005291005291,0.667,51.42200089,6933706092.0,2244.624632,38.62148387096775,7.716293584414841,22.659660296809612,0.0,0.0,"[0.667,51.42200089,7.716293584414841,22.659660296809612,38.62148387096775,0.0,0.0]","[0.667,51.42200089,7.716293584414841,22.659660296809612,38.62148387096775,0.0,0.0]",2.5565095692700415
73,Albania,1,75,9.433962264150942,0.66,51.62900162,6483126461.0,2085.425997,38.62148387096775,7.642728428471326,22.592468709504626,0.0,0.0,"[0.66,51.62900162,7.642728428471326,22.592468709504626,38.62148387096775,0.0,0.0]","[0.66,51.62900162,7.642728428471326,22.592468709504626,38.62148387096775,0.0,0.0]",2.5565095692700415
74,Albania,1,75,12.222946544980445,0.687,49.5870018,8283474557.0,2725.171389,38.62148387096775,7.9102866001654055,22.837528349810412,0.0,0.0,"[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,0.0]","[0.687,49.5870018,7.9102866001654055,22.837528349810412,38.62148387096775,0.0,0.0]",2.5565095692700415
75,Argentina,0,15,6.603415559772296,0.707,57.6225362242226,203727000000.0,6245.708577,38.62148387096775,8.739649879213701,26.040046699259985,1.0,2.0,"[0.707,57.6225362242226,8.739649879213701,26.040046699259985,38.62148387096775,1.0,2.0]","[0.707,57.6225362242226,8.739649879213701,26.040046699259985,38.62148387096775,1.0,2.0]",14.363860916093381
76,Argentina,0,15,8.785857944320949,0.719,56.81900024,239980000000.0,7157.328311,45.5,8.875892049398507,26.203821423482655,1.0,2.0,"[0.719,56.81900024,8.875892049398507,26.203821423482655,45.5,1.0,2.0]","[0.719,56.81900024,8.875892049398507,26.203821423482655,45.5,1.0,2.0]",14.531260664501527
77,Argentina,0,25,9.973034284980525,0.725,54.81399918,259676000000.0,7644.235692,44.9,8.941707138479794,26.28270053702043,1.0,3.0,"[0.725,54.81399918,8.941707138479794,26.28270053702043,44.9,1.0,3.0]","[0.725,54.81399918,8.941707138479794,26.28270053702043,44.9,1.0,3.0]",10.459974561726458
78,Argentina,0,75,27.08550757016983,0.81,55.78499985,384677000000.0,9502.243585,44.1,9.159283216547738,26.675669858070464,1.0,0.0,"[0.81,55.78499985,9.159283216547738,26.675669858070464,44.1,1.0,0.0]","[0.81,55.78499985,9.159283216547738,26.675669858070464,44.1,1.0,0.0]",33.03442037157725
79,Argentina,0,75,34.37674953100292,0.828,55.36700058,455825000000.0,10568.15781,38.62148387096775,9.265600778906716,26.845374800871678,1.0,0.0,"[0.828,55.36700058,9.265600778906716,26.845374800871678,38.62148387096775,1.0,0.0]","[0.828,55.36700058,9.265600778906716,26.845374800871678,38.62148387096775,1.0,0.0]",34.795822839280945
80,Argentina,0,75,37.42664377819474,0.777,54.82400131,333618000000.0,8577.864994,48.0,9.056940326319259,26.53326246280992,1.0,0.0,"[0.777,54.82400131,9.056940326319259,26.53326246280992,48.0,1.0,0.0]","[0.777,54.82400131,9.056940326319259,26.53326246280992,48.0,1.0,0.0]",35.71417660450475
81,Argentina,0,75,41.310131397994866,0.77,49.15800095,258282000000.0,6854.294081,53.8,8.832630607992067,26.277317848208845,1.0,0.0,"[0.77,49.15800095,8.832630607992067,26.277317848208845,53.8,1.0,0.0]","[0.77,49.15800095,8.832630607992067,26.277317848208845,53.8,1.0,0.0]",32.81462288984379
